Date,City,State,Shape,Duration,Summary,Posted
5/20/05,Danvers,MA,Other,about 90 seconds,Craft very low to the ground. No sound. Flew along at a slow speed. Never excellerated.,5/24/05
5/16/05,Montague,MA,Light,7-10 minutes,"A bright light hovering silent over a field 150 yards out, it moved over th tracks and was gone.",5/15/06
5/11/05,Northbridge,MA,Sphere,one hour,"2 Darting UFOs, stationary at non-fixed intervals.  ((NUFORC Note:  Possible sighting of Sirius??  PD))",5/24/05
5/5/05,Rockport,MA,Rectangle,1 minute,"MUFON/MASSACHUSETTS REPORT:  Rectangle seen in Rockport, MA",5/11/05
5/1/05,Wayland,MA,Light,1 or 2 minutes,Light or energy flying object no lareger than 10-12 inches entered bedroom on more than one occassion,12/12/09
4/30/05,Dunstable,MA,Triangle,5 minutes,"coming home late from work, I saw a slow moving triangular shaped craft with red and green lights just above the tree  line.",7/5/05
4/29/05,Chelmsford,MA,Sphere,1 minute,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Resembled what the ISS looks like when it went overhead one night,5/11/05
4/24/05,Boston,MA,,,"Meteor Shower Surprises New England  Sun Apr 24,10:33 PM ET   Science - AP    BOSTON - A meteor shower Sunday night sparked a flurry of",5/11/05
4/17/05,Athol,MA,Circle,5 minutes,There was a central shiny object with at least 3 light blue objects around it all moving at the same speed,5/11/05
4/16/05,Mendon,MA,Light,1 hour,"Stationary red, blue flashing lights in sky west, southwest of Mendon MA ((NUFORC Note:  Possibly the star, Sirius.  PD))",5/11/05
4/11/05,Northboro,MA,Circle,1 hour,"Small dots flying near the moon.  ((NUFORC Note:  Possible ""twinkling"" stars.  PD))",4/16/05
4/11/05,Northborough,MA,Light,3+ hours,Triangular formation of 20 + blue lights move around near the moon,4/16/05
4/9/05,Amesbury,MA,Light,60 MINS+,"blinking bright light greenish, yellow, red in NW sky on NH MA border.  ((NUFORC Note:  Possibly Sirius?  PD))",4/16/05
4/9/05,Allston,MA,Triangle,10 seconds,large triangular craft with 16 glowing round disks from below,4/16/05
4/9/05,Springfield,MA,Circle,1 min or less,"We noticed it had gotten smaller out of nowhere, but was still at the same distance.",5/15/06
4/5/05,East Otis,MA,Cigar,10 sec,the brightist  light  being in the front of the obect- coming from the north and headed northwest-it was extremly fast,4/16/05
3/19/05,Gardner,MA,Triangle,2 minutes,"The object fell, then streaked through the air at a 45 % angle with a blinding speed.",5/11/05
3/2/05,Milton,MA,Cigar,3 minutes,"It stopped, and hovered right over us at about 200 feet in the air.",4/16/05
2/22/05,Raynham,MA,Light,2 minutes,"Weird light formation with blue ""explosions?""",5/11/05
2/20/05,Boston,MA,Unknown,not sure,i took these off a webcam site ( http://www.hazecam.net/boston.html ) and then just forgot about them  http://img.photobucket.com/album,5/11/05
2/14/05,Boston,MA,Other,5 minutes,Black Helicopter.,2/22/05
2/13/05,Dorchester,MA,Disk,10 minutes,UFO Sighting in Massachusetts,2/22/05
2/12/05,Bellingham,MA,Circle,4 seconds,Circle of light traveling horizonal along a road,2/22/05
2/9/05,Boston,MA,Disk,1 second,"Green glowing disk changing to white light, streaking silently over the city of Boston, visible for less than 1 sec.",2/22/05
2/8/05,Rutland,MA,Fireball,3 seconds,while standing in front of the rutland fire dept  i saw fire ball coming from the east and head west. as it passed over the fire either,2/22/05
1/13/05,Manomet,MA,Oval,about 2 minutes.,Peculiar sound and random movement.,5/11/05
1/12/05,Greenfield,MA,Triangle,2 - 3minites,"Large wedged shaped object, with two large bright lights, and no noise.",4/16/05
1/9/05,Worcester,MA,Egg,1 second,Eggs in the sky,1/11/05
1/7/05,Andover,MA,Chevron,2 minutes,Stationary Chevron Shaped Object visible above tree top level...,2/22/05
12/29/04,Billerica,MA,Circle,at least 2 hours,"Large White circles of light racing in circles at fast speed above the clouds in Billerica, Ma",1/11/05
12/25/04,Gloucester,MA,Changing,5 MINUTES,2 triangles split apart to many stars and hovered near Orion.,1/11/05
11/29/04,Marlborough,MA,Chevron,aprox. 5 min.,"At approximately 13:05 I was looking out a window at work, when I spotted a fairly stationary object in the air above our company parki",12/3/04
11/29/04,Lincoln,MA,Sphere,11 min,"spinning, lights like a triangle, and flying slow",12/3/04
11/29/04,Wayland,MA,Sphere,15 seconds,"gold, spinning, 3 non flickering lights pretty big, close enough for some details to be seen",12/3/04
11/29/04,Wayland,MA,Sphere,15-20 seconds,"Gold,spinning, 3 lights that we visible but not flickering, went in a circle then dissapeared, was lower than airplanes.",12/3/04
11/13/04,Worcester,MA,Light,1 sec.,"I was standing outside having a cigarette, and saw a red light on the horizon.  It was south and it zigzagged",12/3/04
11/13/04,Hancock,MA,Sphere,7-10 sec,"Shimmering globe, appeared stationary for 7-10 seconds then just vanished.",12/3/04
11/10/04,North Andover,MA,Circle,,this object is rainbow colored flashing .its comeing closer by the second it is very small. it is dosen't look like a plane,12/3/04
11/8/04,Hopkinton,MA,Disk,2 minutes,Bright White Saucer Shaped Object Sighted At Tree Height,12/3/04
11/2/04,Halifax,MA,Formation,10 min,multiple lights on election day 2004,2/1/07
10/28/04,Shrewsbury,MA,Light,5 seconds,Green streak shooting across sky,11/9/04
10/25/04,Burlington,MA,Disk,10 seconds,"a Saucer like object,- VERY bright white lights.... flying slowly overhead, before being lost in the trees.",10/27/04
10/19/04,West Bridgewater,MA,Triangle,There has been many sight,Four friends of mine and I observered at different times and sepperate locations triangular Craft with 3 lights flying through the sky,12/3/04
10/15/04,Brookline,MA,Triangle,25 secends,Triangle shaped craft sighting over Brookline MA.,5/15/06
10/2/04,South Attleboro,MA,Triangle,1 min,"Large triangular object, close to ground.",10/27/04
9/30/04,Boston,MA,Unknown,5-7 MINUTES,SILVER/METALLIC OBJECT OVER BOSTON MOVING SLOWLY OPPOSITE OF WIND DIRECTION,2/14/06
9/26/04,Three Rivers,MA,Light,35 minutes,I was sitting outside talking to a lady friend of mine when I noticed a starlike object hanging to low in the sky. It sat above the tre,9/29/04
9/23/04,Yarmouth,MA,Light,25 sec,"SATTELITES MOVE, THESE OBJECTS DID NOT.",9/29/04
9/13/04,Franklin,MA,Light,3-4 min,I arrived home with my children at approximately 8:25 P.M. and noticed a bright star in the north. At first I thought it was a bright s,9/29/04
9/11/04,Waltham,MA,Disk,15 minutes,"I saw a disk-shaped object covered with lights that was in the sky, and it was just hovering there.",9/29/04
9/10/04,Marblehead,MA,Sphere,less than a minute,bluish metallic liquid ORB or sphere,12/12/09
9/1/04,Brighton,MA,Light,3 minutes,"Very bright star, no tail, moving at the speed of an airplane, then diming to nothing within seconds. ((NUFORC Note:  Satellite??  PD))",9/9/04
8/31/04,Raynham,MA,Other,2 minutes,Low flying object with three lights flies very quickly over house;no noise.,7/5/05
8/17/04,Scituate,MA,Unknown,2 to 3 minutes,"Over  ocean at Scituate MA, August 18, 2004, a bright light was observed, hovering.",8/24/04
8/17/04,Agawam,MA,Triangle,7-10 minutes,Triangle shape,7/3/13
8/9/04,North Reading,MA,Unknown,2 min,"there was 3 objects moving in a circular motion, then went in oposite directions faster than i ever seen anything move.",8/11/04
8/7/04,Hopkinton,MA,Light,6min.,Lake Maspenock sighting,8/24/04
8/6/04,Marion,MA,Changing,5-10 min.,On 8/6/04 around 8pm I saw a stange glowing object in the sky changing from a Ball shape to Oval shape!,5/24/05
7/31/04,E. Falmouth,MA,Sphere,3 to 5 seconds,Sphere of light travelling from the south shot off at amazing speeds.,8/11/04
7/27/04,Ashland,MA,Oval,20 min,"Ashland, MA UFO  on Chestnut St.",8/11/04
7/9/04,Walpole,MA,Light,2-3 minutes,"Object went straight up across the sky into space, 2-3 minute observation.",7/25/04
7/4/04,Arlington,MA,Circle,30 seconds,Fast moving light,7/8/04
6/29/04,Boston,MA,Cigar,15 seconds,THERE WERE LARGE LIGHTS OUTSIDE MY WINDOW.,7/8/04
6/28/04,Wilmington,MA,Oval,1 minute tops,"Driving north on rt. 38 in Wilmington, I looked up into the sky at an angle of about 11:00and watched 10 small oval( like an egg on its",8/11/04
6/20/04,Norwell,MA,Oval,5 minutes,White ovoid traveling towards the South East.,6/23/04
6/18/04,Plymouth,MA,Egg,10 min,We saw an object that was almond shaped and was illuminated like the moon hovering across the sky.,4/27/07
6/12/04,Southbridge,MA,Other,10 seconds,Scanner beam passes through house and yard.,12/20/12
6/4/04,Dennisport,MA,Formation,1 minute,"after midnight, 3 brightky lit objects with red,yellow & white lights flew in perfect  line formation over my house",6/4/04
6/3/04,Milford,MA,Circle,2 minutes,"a big white light, circle shot to the ground then stopped made a circle and shot horitonally upwards",6/4/04
6/1/04,Bradford,MA,Disk,5 MIN,Enormous and loud disk in the sky,5/24/05
5/30/04,Seekonk,MA,Unknown,45 seconds,"Two objects, only saw reflection.",6/4/04
5/30/04,Chicopee,MA,Disk,1 minute,White disk flying over park,6/4/04
5/27/04,Lynn,MA,Light,3-5 minutes,Fast moving light vanishes from sight,6/4/04
5/20/04,Boston,MA,Egg,20 seconds,wobbly flying red object,6/4/04
5/18/04,Sturbridge,MA,Triangle,2 hours,crazy purple light dropped. 3 multi colored light triangular SUPERSIZE object,6/4/04
4/15/04,Medway,MA,Cylinder,30minutes,Cylinder doing survey.,7/6/10
3/19/04,Methuen,MA,Changing,5 minutes,"I looked over and low to the ground was a shape shifting, almost gas like form. At first I thought it was a balloon bieng launched from",3/23/04
3/15/04,Springfield,MA,Fireball,12 seconds,"Slow moving ""falling satr"" at 30 degree angle west to east",3/28/04
3/11/04,Attleboro,MA,Light,5 minutes,There was one white strobing light which blinked about 1-2 times a second and seemed to have a rhythm.,3/17/04
3/7/04,Lawrence,MA,Light,5 min,I live in the 3rd floor and I have access to the roof and I live alone and that  night I went up cause it was A full moon I love to loo,3/9/04
3/1/04,Lowell,MA,Other,two minutes,Parachute-like object drifting past window,4/9/04
2/17/04,Harvard,MA,Fireball,3 or 4 seconds,"Meteor-type object travel up-ward, out of wooded area.",3/2/04
2/11/04,Wareham,MA,Light,15-20 minutes,"strange bright orange light hovering in sky, fading in and out , same spot on multiple occasions, darted across sky",2/12/04
2/11/04,West Roxbury (subtown of Boston),MA,Light,3-5 Minutes,((NUFORC Note:  Possible sighting of planets??  PD))  Unusual pre-dawn sighting.,5/24/05
1/30/04,Worcester,MA,Chevron,1 minute,Chevron shape on side and very shiny but not blinding.,2/12/04
1/29/04,Woburn,MA,Cigar,5 MINUTES,"At approximately, 23:30 hrs several fighter jets where heard in the area, apparently they were tracking an object out of the south west",1/31/04
1/14/04,Burlington,MA,Fireball,10 seconds,green descending fireball with a tail,1/17/04
1/12/04,Templeton,MA,Light,7 minutes,pulsating light,5/24/05
1/10/04,Beverly,MA,Disk,,at lynch beach park.  saw 30 or more white disks fly accross the sky and land somewhere in the forest near lynch beach park.  i am real,1/17/04
1/4/04,Holyoke,MA,Oval,3 seconds,2 oval objects that can travel at extreamly high speeds,1/17/04
1/1/04,Boston,MA,Formation,4 min,Two amber lights just above the city skyline altered between visible and invisible shortly after NYE. One was higher than the other and,1/17/04
12/27/03,Peabody,MA,Light,10 min,Bright object disappears.,1/17/04
12/21/03,Duxbury,MA,Sphere,a few seconds,"Pale glowing orange, low flying, spherical object",1/17/04
12/16/03,Brookline,MA,Light,5 seconds,fading object,12/19/03
12/16/03,Beverly,MA,Teardrop,2 minutes,"I was on a break at work when me and a bunch of my co-workers saw the 3 shapes in the sky. They were still for a minute, then took off",12/19/03
12/13/03,Fitchburg,MA,Cylinder,2 minutes,"Bright Rod shaped craft seen shortly after sunset,; North Central Massachusetts; 10 to 1 length to width.",12/19/03
12/3/03,West Bridgewater,MA,Unknown,approx 45 sec,Large gray object viewed for approx 30-45 sec,12/19/03
12/2/03,Marblehead,MA,Fireball,15 Minutes,fireballs flew in randon directions and vanished after a large flash of light,12/9/03
12/1/03,Brewster,MA,Unknown,cant remember,mezmorizeing,12/9/03
11/29/03,Stoughton,MA,Circle,18 seconds,UFO dropped from the sky at high rate of speed.,12/9/03
11/26/03,Woburn,MA,Teardrop,5 minutes,Blue/green teardrop over woburn,12/9/03
11/23/03,Seekonk,MA,Light,3 min,"The object appeared to be a small rapidly flashing light. The object was traveling Southwest at about 40 mph, at 1000-2000 ft, I notice",11/26/03
11/11/03,Williamstownm,MA,Triangle,2 min.,Long Triangular Object seen around eclipse,12/9/03
11/9/03,Springfield,MA,Formation,2 Minutes,November  8 Lights over Massachusetts,11/26/03
11/8/03,Brookline,MA,Other,4 minutes,hook shape of multiple small lights gliding silently at night during lunar eclipse,11/11/03
11/8/03,Grafton,MA,Formation,30 seconds,Looked like ducks flying south with lights.,11/11/03
11/8/03,Attleboro,MA,Triangle,30sec,a very lowflying massive craft spotted during lunar eclipse,11/11/03
10/19/03,Turners Falls,MA,Light,3-5 minutes,In the clear afternoon sky I saw two bright lights moving in a random motion.,11/26/03
10/15/03,Brewster,MA,Cigar,10 min,soldiers observe large unidentified craft as fighters give chase,8/7/07
10/8/03,Lowell,MA,Rectangle,30 seconds,"Quickly, I tugged the shade hold down. Previous experience had taught me not to get mesmerized!!",10/31/03
10/3/03,New Bedford,MA,Formation,8 minutes,Five lights fly over New Bedford Harbor in strange formation,10/7/03
10/1/03,Granville,MA,Circle,3-5 seconds,Clear light zig zags through night sky on clear evening,12/7/06
9/30/03,Nantucket,MA,Triangle,10to20 sec.,"this boomerrang shaped object glided over the buildings, no noise at all, 400 to 600 ft. off the ground",10/7/03
9/28/03,Marstons Mills,MA,Other,2 minutes,"Black void in the sky moving at a fast pace, this is the 3rd sighting in a year......",10/7/03
9/25/03,Marstons Mills,MA,Unknown,@5 minutes,"The sky above me was solid black, no stars ,no light of any kind and the black void changed it's shape.",9/28/03
9/21/03,Provincetown,MA,Other,1 hour,"a bright, twinkling star that had red and blue appearances to it....through the binoculars other colors were visible",9/24/03
9/20/03,Saugus,MA,Disk,30 sec,Black disc with no lights seen in broad daylight.,2/22/05
9/20/03,Amherst,MA,Triangle,1 second,"Oject left a fire trail below it, could not be identified.",2/22/05
9/16/03,Framingham,MA,Light,1 hour,Unidentified lights,9/17/03
9/16/03,East Falmouth,MA,Light,20 minutes,More green red lights in Falmouth,9/24/03
9/14/03,East Falmouth,MA,Changing,Hour and a half,"We saw a cigar shaped dim orange craft fly by ahead of us, we also saw a flashing green and red star that moved across the sky.",9/17/03
8/26/03,Billerica,MA,Other,20-30 seconds,"Huge shadow passing blotting out sun, causing short energy surge/ computer outages.",8/28/03
8/24/03,Littleton,MA,Sphere,1minute 30 seconds,Silver White  radiant Pulsating Sphere Streaks & stops in Sky 8/24/03 3:15 PM  Littleton Mass.,8/28/03
8/23/03,West Springfield,MA,Other,4seconds,bright green tailed luminous object .,9/4/03
8/20/03,Palmer,MA,Light,3 minuets,Zig-Zagging flashing cigar shaped objects following the highway for miles seemed to be attached in some way.,9/24/03
8/11/03,Salem/Peabody,MA,Other,10 minutes,Long black cylindrical object ;with large bowl shape at end; silver with a concave top; points at top part of bowl shape.,8/28/03
8/6/03,Duxbury,MA,Sphere,:45,A night on the beach,10/8/07
8/1/03,Salem,MA,Light,5 seconds,Three Orange Lights In Salem Moving Fast With Random Course Change.,8/1/03
7/28/03,Troro,MA,Teardrop,1 frame,Is this a UFO???,8/28/03
7/6/03,Cambridge,MA,Diamond,30 seconds,possible fighter jet closely tailing an airliner.,7/16/03
7/5/03,Seekonk,MA,Other,10 seconds,Jet shaped object explodes in white flash.,11/26/03
